,index,topic,perspective,index,topic_tar_combined_score,persp_tar_combined_score,topic_inds_combined_score,persp_inds_combined_score,index,topic_tar_norm_syn_score,persp_tar_norm_syn_score,topic_inds_norm_syn_score,persp_inds_norm_syn_score,index,topic_tar_norm_cosine_score,persp_tar_norm_cosine_score,topic_inds_norm_cosine_score,persp_inds_norm_cosine_score
85,0,Proportional representation is necessary.,The ties between constituencies and Members of Parliament should not be broken.,0,representation,constituencies,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,representation,constituencies,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,representation,parliament,"[1, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
86,0,Proportional representation is necessary.,Coalition government is a good thing. ,0,representation,coalition government,"[1, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,representation,thing,"[1, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,representation,coalition government,"[1, -1, -1, -1, -1]","[0, 1, -1, -1, -1]"
87,0,Proportional representation is necessary.,proportional representation insures everyone has a voice,0,representation,representation,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,representation,representation,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,representation,representation,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
88,0,Proportional representation is necessary.,PR decreases political engagement.,0,representation,engagement,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,representation,engagement,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,representation,engagement,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
89,0,Proportional representation is necessary.,Proportional representation makes people less interested in politics.,0,representation,representation,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,representation,representation,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,representation,representation,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
90,0,Proportional representation is necessary.,PR creates an unfair balance of power.,0,representation,power,"[1, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,representation,power,"[1, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,representation,power,"[1, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
91,0,Proportional representation is necessary.,Proportional representation does not maintain a fair balance of power.,0,representation,representation,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,representation,representation,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,representation,power,"[1, -1, -1, -1, -1]","[9, -1, -1, -1, -1]"
92,0,Proportional representation is necessary.,Affirmative action has created a reverse of power when it comes to minority groups. ,0,representation,action,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,representation,action,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,representation,action,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
93,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,A graduated response will be an effective deterrent,0,response,response,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,response,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,deterrent,"[7, -1, -1, -1, -1]","[7, -1, -1, -1, -1]"
94,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,A graduated response is the best solution to curbing this problem.,0,response,response,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,response,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,problem,"[7, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
95,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The most logical solution to this issue would be a graduated response.,0,response,response,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,response,response,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]",0,response,response,"[7, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
96,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,A graduated response is the fairest way to enforce copyright legislation,0,response,response,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,response,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,legislation,"[7, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
97,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Enforcing copyright legislation must be done in a fair manor. ,0,material,legislation,"[14, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,legislation,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,material,legislation,"[14, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
98,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The graduate response policy constitutes an invasion of privacy by the state,0,response,graduate response policy,"[7, -1, -1, -1, -1]","[1, 2, 3, -1, -1]",0,response,graduate response policy,"[7, -1, -1, -1, -1]","[1, 2, 3, -1, -1]",0,response,graduate response policy,"[7, -1, -1, -1, -1]","[1, 2, 3, -1, -1]"
99,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Government intrusion via the graduate response policy violates privacy.,0,response,graduate response policy,"[7, -1, -1, -1, -1]","[4, 5, 6, -1, -1]",0,response,graduate response policy,"[7, -1, -1, -1, -1]","[4, 5, 6, -1, -1]",0,response,graduate response policy,"[7, -1, -1, -1, -1]","[4, 5, 6, -1, -1]"
100,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Citizens loose privacy with the graduate response policy.,0,response,graduate response policy,"[7, -1, -1, -1, -1]","[5, 6, 7, -1, -1]",0,response,graduate response policy,"[7, -1, -1, -1, -1]","[5, 6, 7, -1, -1]",0,response,graduate response policy,"[7, -1, -1, -1, -1]","[5, 6, 7, -1, -1]"
101,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The unauthorised downloading of copyrighted material should be addressed and prevented by the state,0,material,material,"[14, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,material,material,"[14, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,file-sharing,material,"[11, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
102,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Illegal downloading should be regulated by the state.,0,material,downloading,"[14, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,material,state,"[14, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,material,downloading,"[14, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
103,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Illegal downloading of copyrighted material is a state matter that should be addressed.,0,material,material,"[14, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,material,material,"[14, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,material,state matter,"[14, -1, -1, -1, -1]","[7, 8, -1, -1, -1]"
104,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The graduated response is a violation of the basic right to due process,0,response,response,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,response,"[7, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,response,process,"[7, -1, -1, -1, -1]","[12, -1, -1, -1, -1]"
105,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Due process is lost with the graduated response policy.,0,response,response policy,"[7, -1, -1, -1, -1]","[7, 8, -1, -1, -1]",0,response,response policy,"[7, -1, -1, -1, -1]","[7, 8, -1, -1, -1]",0,response,response policy,"[7, -1, -1, -1, -1]","[7, 8, -1, -1, -1]"
106,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The graduated response policy is unconstitutional.,0,response,response policy,"[7, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,response,response policy,"[7, -1, -1, -1, -1]","[2, 3, -1, -1, -1]",0,response,response policy,"[7, -1, -1, -1, -1]","[2, 3, -1, -1, -1]"
107,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,ISP will not cooperate with a graduated response policy,0,response,response policy,"[7, -1, -1, -1, -1]","[7, 8, -1, -1, -1]",0,response,response policy,"[7, -1, -1, -1, -1]","[7, 8, -1, -1, -1]",0,response,response policy,"[7, -1, -1, -1, -1]","[7, 8, -1, -1, -1]"
108,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Cooperation will not occur between the ISP and this policy.,0,response,cooperation,"[7, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,response,cooperation,"[7, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,response,isp,"[7, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
109,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The graduate response policy will not have the support of the ISP.,0,response,graduate response policy,"[7, -1, -1, -1, -1]","[1, 2, 3, -1, -1]",0,response,graduate response policy,"[7, -1, -1, -1, -1]","[1, 2, 3, -1, -1]",0,response,graduate response policy,"[7, -1, -1, -1, -1]","[1, 2, 3, -1, -1]"
110,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,The music and film industries are suffering due to file-sharing.,0,material,film industries,"[14, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,material,film industries,"[14, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,response,music,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
111,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Content creators are suffering from file-sharing.,0,material,content creators,"[14, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,response,content creators,"[7, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,material,content creators,"[14, -1, -1, -1, -1]","[0, 1, -1, -1, -1]"
112,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,"File-sharing will still happen, despite these plans",0,material,plans,"[14, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,material,plans,"[14, -1, -1, -1, -1]","[6, -1, -1, -1, -1]",0,response,plans,"[7, -1, -1, -1, -1]","[6, -1, -1, -1, -1]"
113,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Extreme measures for illegal downloaders won't stop file-sharing,0,response,measures,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,material,measures,"[14, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,response,measures,"[7, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
114,0,It is important to use a graduated response to combat unauthorised file-sharing of copyrighted material,Will file-sharing stop if downloaders are banned from internet use,0,material,stop,"[14, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,material,stop,"[14, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,material,stop,"[14, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
115,0,Internet access is a human right,Internet access is an enabler of rights not a right in itself.,0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
116,0,Internet access is a human right,"The internet assists in accessing rights, it itself is not a right.",0,right,rights,"[5, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,right,rights,"[5, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,access,rights,"[1, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
117,0,Internet access is a human right,The internet makes exercising human rights easier but is not a right itself.,0,right,rights,"[5, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,right,rights,"[5, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,right,rights,"[5, -1, -1, -1, -1]","[5, -1, -1, -1, -1]"
118,0,Internet access is a human right,Infringement of human rights,0,right,rights,"[5, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,right,rights,"[5, -1, -1, -1, -1]","[3, -1, -1, -1, -1]",0,right,rights,"[5, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
119,0,Internet access is a human right,The right to freedom and expression necessarily includes the internet.,0,right,right,"[5, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,right,right,"[5, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,right,right,"[5, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
120,0,Internet access is a human right,Without access to the internet there is not freedom of information and expression in today's world.,0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,internet,"[1, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
121,0,Internet access is a human right, Internet access is a necessary part of the right to freedom of information and expression.,0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
122,0,Internet access is a human right,Human rights are infringed if internet use is removed,0,right,rights,"[5, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,right,rights,"[5, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,right,rights,"[5, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
123,0,Internet access is a human right,Cutting off internet capability is against human rights,0,right,rights,"[5, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,right,rights,"[5, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,access,capability,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
124,0,Internet access is a human right,The internet should be open to all,0,access,internet,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,internet,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,internet,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
125,0,Internet access is a human right,Internet access as a new human right. ,0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
126,0,Internet access is a human right,The right to internet access fills a gap in traditional human rights.,0,access,access,"[1, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
127,0,Internet access is a human right,All humans deserve internet access.,0,access,access,"[1, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
128,0,Internet access is a human right,Internet access is a commodity not a human right.,0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
129,0,Internet access is a human right,The internet is a utility not a human right.,0,right,right,"[5, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,right,right,"[5, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,right,right,"[5, -1, -1, -1, -1]","[8, -1, -1, -1, -1]"
130,0,Internet access is a human right,"Just as electricity is not a human right, the internet, another commodity, is not a human right.",0,right,right,"[5, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,right,right,"[5, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,access,commodity,"[1, -1, -1, -1, -1]","[11, -1, -1, -1, -1]"
131,0,Internet access is a human right,The music and film industries are suffering due to file-sharing.,0,access,film industries,"[1, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,access,film industries,"[1, -1, -1, -1, -1]","[3, 4, -1, -1, -1]",0,access,music,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
132,0,Internet access is a human right,Content creators are suffering from file-sharing.,0,access,content creators,"[1, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,right,content creators,"[5, -1, -1, -1, -1]","[0, 1, -1, -1, -1]",0,access,content creators,"[1, -1, -1, -1, -1]","[0, 1, -1, -1, -1]"
133,0,Internet access is a human right,Cutting web access is the most viable way to stop pirates ,0,access,access,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[2, -1, -1, -1, -1]"
134,0,Internet access is a human right,Cutting off the internet is the most viable means of stopping piracy.,0,right,means,"[5, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,right,means,"[5, -1, -1, -1, -1]","[8, -1, -1, -1, -1]",0,access,internet,"[1, -1, -1, -1, -1]","[3, -1, -1, -1, -1]"
135,0,Internet access is a human right,Piracy is unlikely to be stopped without cutting off internet access.,0,access,access,"[1, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[10, -1, -1, -1, -1]",0,access,access,"[1, -1, -1, -1, -1]","[10, -1, -1, -1, -1]"
136,0,Internet access is a human right,These people are breaking the law and need to be punished.,0,right,need,"[5, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,right,need,"[5, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,access,people,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
137,0,Internet access is a human right,Criminals deserve to be punished.,0,access,criminals,"[1, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,right,criminals,"[5, -1, -1, -1, -1]","[0, -1, -1, -1, -1]",0,access,criminals,"[1, -1, -1, -1, -1]","[0, -1, -1, -1, -1]"
138,0,Internet access is a human right,Illegal downloaders are breaking the law and deserve punishment.,0,right,law,"[5, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,right,law,"[5, -1, -1, -1, -1]","[5, -1, -1, -1, -1]",0,access,downloaders,"[1, -1, -1, -1, -1]","[1, -1, -1, -1, -1]"
139,0,Internet access is a human right,"It is a big problem, too many people are file-sharing",0,right,people,"[5, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,right,people,"[5, -1, -1, -1, -1]","[7, -1, -1, -1, -1]",0,access,problem,"[1, -1, -1, -1, -1]","[4, -1, -1, -1, -1]"
140,0,It is important to use foreign aid funds to research and distribute software that allows bloggers and journalists in non-democratic countries to evade censorship and conceal their online activities.,Funding technologies to evade censorship could have immense benefits for very little cost,0,censorship,censorship,"[23, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,censorship,censorship,"[23, -1, -1, -1, -1]","[4, -1, -1, -1, -1]",0,aid funds,technologies,"[6, 7, -1, -1, -1]","[1, -1, -1, -1, -1]"
